film,genre
48394,6
48394,13
48395,3
48396,6
48397,1
48397,2
48397,6
48398,10
48398,13
48399,6
48401,1
48401,4
48401,12
48441,5
48441,8
48441,9
48442,6
48442,13
48443,8
48443,10
48444,6
48445,6
48445,10
48445,18
48446,2
48446,6
48446,13
48447,3
48448,3
48449,6
48449,11
48450,6
48451,3
48453,2
48501,5
48501,8
48501,10
48502,2
48502,6
48502,13
48503,5
48503,9
48503,12
48504,6
48504,13
48504,15
48506,8
48507,1
48508,6
48509,6
48509,11
48510,6
48512,6
48520,2
48520,6
48520,13
48559,6
48559,10
48559,16
48560,1
48560,2
48560,4
48561,2
48561,4
48561,6
48562,6
48562,15
48562,18
48563,3
48563,7
48564,3
48564,7
48565,2
48565,6
48566,6
48567,6
48567,10
48567,14
48567,16
48568,3
48569,3
48570,1
48570,6
48571,2
48571,4
48571,6
48572,6
48572,9
48572,13
48573,9
48573,10
48573,11
48574,6
48574,14
48574,15
48575,2
48635,8
48636,5
48636,8
48636,15
48637,2
48637,6
48637,7
48637,13
48639,5
48639,8
48639,9
48640,8
48640,10
48641,8
48691,6
48692,2
48692,11
48692,13
48721,2
48721,9
48721,11
48722,6
48722,13
48723,6
48723,15
48724,7
48725,5
48725,9
48746,3
48747,6
48747,9
48747,10
48747,11
48748,2
48749,3
48749,7
48751,3
48751,8
48755,10
48757,2
48757,6
48782,6
48782,13
48783,9
48783,10
48784,6
48784,8
48784,10
48785,6
48786,2
48786,6
48787,6
48788,3
48788,6
48788,17
48819,1
48819,2
48819,4
48820,3
48820,6
48821,3
48821,18
48822,2
48823,2
48823,6
48823,13
48825,2
48825,6
48825,9
48879,8
48879,10
48880,8
48880,10
48881,6
48881,13
48882,5
48882,8
48882,9
48882,10
48882,17
48883,2
48883,5
48883,8
48883,9
48884,6
48885,6
48886,6
48886,8
48888,6
48889,1
48890,3
48890,7
48890,18
48891,6
48891,13
48892,6
48893,3
48894,2
48894,10
48894,17
48895,9
48895,10
48895,11
48896,2
48896,6
48897,2
48898,6
48901,6
48901,13
48954,6
48955,2
48956,6
48956,10
48957,1
48957,5
48957,9
48959,6
48959,10
49005,6
49006,2
49006,6
49007,9
49007,11
49008,6
49008,10
49008,11
49009,1
49009,2
49010,2
49010,6
49012,6
49013,2
49028,1
49028,4
49028,5
49029,2
49030,1
49031,6
49032,2
49032,6
49059,3
49060,3
49060,7
49061,3
49062,1
49062,5
49063,8
49114,5
49114,9
49114,10
49115,2
49115,6
49115,10
49115,16
49116,2
49116,13
49117,2
49117,6
49117,13
49119,6
49119,18
49120,6
49121,3
49121,17
49155,9
49155,10
49155,11
49156,5
49156,6
49156,12
49156,13
49157,10
49158,6
49158,9
49159,6
49159,13
49161,8
49161,9
49162,6
49162,13
49163,2
49164,2
49164,6
49164,13
49215,2
49215,7
49215,13
49216,6
49216,17
49217,2
49217,4
49217,6
49217,12
49218,3
49219,6
49220,6
49220,10
49220,11
49221,3
49221,18
49222,8
49222,10
49223,6
49226,8
49227,6
49227,8
49228,9
49231,9
49231,10
49231,11
49306,5
49306,8
49307,1
49308,1
49308,6
49308,8
49308,18
49309,10
49309,11
49309,14
49309,16
49310,1
49310,9
49310,11
49310,13
49311,1
49311,5
49312,2
49312,4
49313,6
49313,10
49313,11
49313,16
49314,6
49314,7
49315,2
49315,6
49362,3
49363,2
49363,18
49428,3
49429,1
49430,2
49430,6
49431,6
49432,1
49432,7
49432,18
49433,6
49433,8
49433,10
49433,16
49434,3
49435,2
49436,2
49437,8
49438,3
49450,1
49450,2
49450,12
49450,13
49565,1
49565,4
49565,12
49565,17
49566,1
49566,2
49566,6
49567,6
49568,3
49569,6
49570,8
49571,1
49571,2
49571,4
49571,17
49572,2
49574,6
49574,17
49575,6
49613,2
49618,2
49618,12
49618,16
49618,17
49624,6
49624,10
49667,10
49667,16
49668,5
49668,9
49668,10
49669,8
49670,2
49670,11
49671,3
49672,5
49672,12
49673,3
49673,6
49674,2
49674,6
49675,3
49676,8
49677,1
49678,6
49679,2
49679,6
49680,6
49680,13
49681,2
49681,13
49683,2
49683,4
49684,1
49684,2
49684,5
49684,12
49684,17
49736,8
49737,2
49738,20
49738,21
49738,22
49738,31
49739,1
49739,10
49739,12
49740,3
49741,2
49741,6
49742,6
49743,6
49743,12
49744,8
49744,10
49745,2
49745,6
49745,13
49749,1
49750,9
49750,10
49750,11
49751,3
49751,7
49752,8
49752,10
49828,6
49828,15
49828,18
49829,3
49830,6
49830,16
49831,3
49879,1
49879,6
49880,6
49880,13
49880,14
49881,6
49882,3
49882,8
49883,2
49884,6
49916,1
49916,4
49917,6
49918,1
49953,6
49954,1
49954,2
49954,4
49954,16
49955,6
49955,8
49955,10
49956,6
49957,3
49958,6
49958,10
49958,11
49959,6
49959,9
49960,1
49960,2
49961,6
49961,11
49962,8
49963,3
49964,1
49964,2
49965,6
49966,8
50001,8
50001,10
50001,16
50002,2
50002,6
50002,9
50003,2
50003,8
50003,17
50004,2
50004,6
50004,13
50006,6
50006,9
50006,17
50007,6
50007,10
50007,16
50008,8
50008,10
50009,2
50009,13
50071,2
50071,6
50071,7
50072,6
50072,9
50072,11
50073,3
50075,3
50076,3
50077,2
50078,8
50079,2
50079,6
50081,6
50081,17
50081,18
50082,1
50082,2
50082,4
50147,8
50148,2
50148,4
50148,5
50148,14
50149,8
50150,2
50150,8
50150,9
50151,3
50151,17
50152,6
50152,13
50152,15
50153,9
50153,10
50153,11
50154,5
50154,6
50154,16
50155,3
50155,18
50156,9
50156,10
50157,6
50157,13
50158,2
50159,2
50159,13
50160,1
50160,2
50160,4
50160,17
50161,6
50161,9
50161,15
50164,9
50164,10
50164,11
50165,1
50165,5
50165,9
50165,11
50266,6
50266,8
50267,1
50267,10
50267,12
50269,8
50269,10
50270,6
50271,6
50317,8
50317,10
50318,6
50318,8
50318,10
50319,6
50319,11
50319,14
50319,16
50320,6
50320,10
50320,15
50320,17
50321,3
50350,8
50350,11
50352,3
50352,7
50353,3
50383,1
50383,2
50383,4
50383,16
50383,17
50384,2
50384,3
50385,6
50385,13
50386,8
50387,3
50388,2
50388,13
50389,2
50389,8
50389,12
50390,3
50391,1
50391,2
50391,4
50392,3
50394,6
50394,10
50394,15
50435,8
50436,2
50436,4
50436,17
50437,7
50438,7
50439,6
50440,6
50440,9
50443,6
50443,15
50491,9
50491,10
50491,11
50491,16
50492,3
50492,7
50493,2
50493,6
50494,10
50494,16
50495,6
50496,2
50497,1
50497,4
50499,2
50499,8
50499,9
50500,10
50566,2
50566,6
50566,13
50567,2
50567,6
50567,13
50568,2
50568,8
50568,10
50568,13
50569,6
50570,3
50571,3
50572,6
50573,3
50574,6
50574,10
50575,7
50575,14
50576,1
50576,4
50577,2
50577,8
50578,6
50579,3
50580,9
50580,10
50580,11
50581,1
50581,2
50581,4
50582,2
50582,10
50585,6
50589,2
50589,9
50589,16
50590,2
50655,6
50655,14
50656,6
50657,10
50657,11
50657,16
50658,2
50658,6
50659,4
50659,6
50659,7
50659,12
50659,13
50660,3
50661,1
50661,6
50661,9
50661,18
50662,1
50662,5
50662,6
50662,13
50712,2
50712,8
50712,9
50712,11
50793,9
50793,10
50793,17
50794,8
50794,10
50795,3
50796,6
50797,6
50797,9
50797,11
50803,2
50803,4
50803,6
50848,2
50849,6
50850,6
50851,8
50851,10
50853,2
50853,13
50854,6
50855,2
50855,6
50856,10
50857,6
50857,11
50857,14
50905,6
50906,1
50906,2
50906,4
50906,7
50907,2
50907,8
50908,9
50908,10
50908,17
50909,9
50909,17
50911,2
50912,8
50913,2
50914,2
50914,6
50974,6
50974,7
50974,18
50975,6
50975,12
50976,2
50976,8
50976,12
50976,14
50977,8
50979,2
50979,6
50980,3
50981,1
50981,2
50982,3
50982,16
50983,2
50983,13
50984,1
50984,2
50984,8
50985,2
50986,2
50986,5
50989,2
51052,8
51052,9
51052,19
51053,8
51054,8
51054,9
51054,10
51055,1
51055,5
51055,9
51056,6
51056,10
51056,14
51057,4
51057,12
51057,14
51096,3
51133,9
51133,10
51134,2
51134,13
51135,3
51165,1
51165,2
51166,2
51167,3
51167,14
51168,3
51202,12
51202,13
51203,1
51203,8
51203,16
51204,6
51204,8
51204,10
51204,16
51205,8
51209,2
51209,4
51211,10
51212,2
51212,6
51212,13
51213,1
51213,8
51269,1
51269,2
51269,4
51269,17
51270,3
51271,6
51272,2
51272,5
51272,8
51273,6
51273,8
51274,9
51275,5
51275,12
51276,6
51276,15
51277,2
51278,3
51279,6
51280,2
51280,8
51280,17
51282,1
51283,6
51283,9
51283,15
51283,18
51286,2
51287,3
51288,3
51416,9
51417,6
51417,8
51417,13
51418,8
51418,10
51418,16
51419,12
51419,13
51420,6
51421,3
51422,2
51423,6
51423,10
51423,16
51424,2
51424,6
51424,18
51425,3
51425,17
51426,8
51426,10
51426,13
51500,6
51501,2
51501,8
51501,10
51503,2
51503,6
51503,13
51504,13
51559,3
51560,6
51560,9
51560,10
51560,11
51561,13
51561,14
51591,6
51591,9
51591,10
51592,1
51592,4
51592,12
51633,1
51633,6
51634,2
51634,7
51635,2
51636,3
51679,8
51679,10
51679,13
51680,3
51681,10
51681,11
51682,5
51682,8
51682,9
51683,2
51684,6
51684,16
51685,6
51688,6
51730,6
51730,10
51730,11
51731,6
51732,9
51732,10
51733,3
51735,2
51735,3
51736,2
51736,13
51737,2
51737,13
51781,6
51781,18
51782,2
51782,6
51783,2
51783,6
51784,8
51784,10
51785,6
51786,6
51786,10
51786,16
51788,4
51788,12
51788,17
51789,3
51789,7
51790,2
51790,8
51791,6
51793,1
51793,12
51793,13
51794,4
51794,6
51797,2
51847,8
51847,10
51848,2
51848,6
51849,6
51850,3
51851,2
51851,13
51852,6
51853,2
51853,14
51854,2
51924,6
51925,3
51925,7
51926,2
51926,6
51926,13
51927,6
51928,3
51929,4
51931,2
51980,3
51981,3
51981,7
51982,2
51985,6
52038,6
52038,12
52038,13
52038,17
52039,6
52039,13
52040,1
52040,4
52041,9
52041,10
52042,4
52042,12
52042,17
52043,2
52043,9
52043,13
52044,13
52045,7
52046,6
52047,2
52048,9
52048,12
52048,17
52049,2
52049,13
52091,9
52091,10
52091,11
52092,1
52092,2
52092,7
52147,6
52147,9
52147,11
52148,2
52149,3
52150,3
52151,2
52151,5
52152,6
52153,3
52153,7
52154,2
52155,8
52156,2
52156,4
52157,6
52157,13
52158,6
52159,2
52159,6
52159,16
52160,2
52160,9
52161,2
52234,3
52235,9
52235,10
52235,15
52236,3
52237,6
52237,10
52237,16
52238,6
52238,13
52239,2
52240,2
52240,6
52241,6
52242,6
52243,9
52243,10
52243,11
52247,2
52247,6
52247,18
52248,4
52248,6
52301,1
52301,5
52301,6
52301,9
52302,2
52302,13
52303,2
52303,7
52303,13
52303,14
52304,3
52304,7
52305,3
52356,1
52356,2
52356,6
52357,1
52357,4
52358,3
52359,4
52359,12
52359,14
52360,6
52361,2
52363,2
52363,13
52387,7
52388,3
52389,2
52391,2
52391,3
52391,14
52436,6
52436,13
52437,3
52475,1
52475,4
52475,9
52475,12
52475,17
52476,3
52477,2
52477,6
52477,13
52477,14
52478,2
52478,13
52479,8
52480,2
52480,6
52480,13
52483,6
52533,6
52534,6
52534,9
52535,6
52535,18
52536,2
52537,2
52537,13
52588,4
52588,12
52588,14
52589,6
52589,12
52592,6
52592,9
52592,12
52594,6
52646,2
52646,10
52646,11
52648,6
52648,9
52650,2
52650,18
52651,2
52674,2
52674,4
52674,14
52675,6
52675,13
52675,14
52676,2
52676,13
52676,14
52677,13
52677,14
52699,6
52700,6
52739,2
52739,13
52740,6
52770,9
52770,12
52770,17
52771,3
52771,7
52772,3
52772,13
52773,2
52775,2
52775,13
52776,8
52777,3
52778,3
52778,7
52820,2
52820,13
52821,6
52821,10
52822,6
52822,13
52823,6
52823,8
52824,2
52825,6
52825,13
52826,9
52826,10
52834,2
52834,13
52834,17
52883,2
52883,11
52883,13
52884,2
52884,8
52884,10
52884,16
52885,6
52885,10
52885,11
52887,2
52887,6
52888,2
52889,1
52889,2
52890,2
52891,6
52892,6
52893,6
52895,9
52895,11
52898,2
52898,3
52899,6
52899,15
52967,3
52968,8
52968,10
52969,2
52969,13
52969,14
52970,2
52971,3
52973,8
52973,10
52974,6
52976,1
52976,5
52976,9
52976,17
52984,4
52984,6
53102,5
53102,9
53102,14
53103,2
53103,13
53103,14
53126,6
53127,8
53161,3
53162,1
53162,4
53162,8
53163,8
53211,6
53211,18
53212,2
53213,6
53213,13
53214,6
53215,10
53218,4
53218,17
53270,2
53270,9
53271,1
53271,2
53271,4
53271,14
53272,2
53272,6
53272,13
53273,8
53274,3
53275,2
53276,1
53276,5
53276,9
53277,6
53278,6
53279,2
53279,13
53280,5
53280,9
53281,2
53281,6
53281,10
53281,16
53322,2
53322,6
53322,18
53323,2
53323,9
53324,2
53324,8
53324,10
53324,16
53325,2
53325,6
53325,13
53326,3
53327,1
53327,2
53327,4
53327,17
53329,2
53330,6
53330,18
53332,3
53332,6
53333,3
53333,7
53397,3
53399,2
53399,12
53399,13
53399,14
53402,2
53402,5
53402,6
53402,9
53402,17
53436,2
53436,13
53436,14
53438,2
53438,6
53439,4
53439,6
53439,13
53439,14
53440,4
53440,12
53440,14
53441,2
53441,13
53441,14
53472,6
53472,9
53472,10
53472,11
53473,10
53474,4
53475,2
53516,6
53516,19
53517,6
53517,13
53517,17
53518,1
53518,12
53519,4
53520,8
53520,10
53521,9
53521,10
53521,11
53557,1
53557,2
53557,4
53557,6
53557,17
53558,9
53558,17
53559,6
53559,13
53559,18
53560,2
53560,14
53561,2
53561,6
53561,17
53563,9
53563,11
53563,19
53566,6
53566,13
53661,5
53661,9
53662,6
53662,13
53663,3
53664,2
53665,2
53667,2
53667,13
53704,6
53704,16
53705,6
53706,6
53706,13
53707,2
53707,6
53707,14
53708,6
53708,17
53710,2
53753,1
53753,9
53753,12
53753,17
53754,1
53754,2
53754,4
53754,12
53754,16
53754,17
53755,2
53755,9
53755,11
53756,1
53756,2
53756,6
53756,9
53756,17
53757,5
53757,9
53757,10
53757,17
53797,5
53797,6
53797,9
53797,14
53816,6
53816,9
53816,17
53816,18
53836,1
53837,2
53837,6
53864,6
53864,10
53865,2
53866,2
53866,6
53866,13
53867,1
53867,4
53867,12
53868,3
53869,8
53869,10
53870,3
53872,6
53872,14
53873,6
53873,13
53873,15
53902,2
53903,1
53903,13
53904,2
53904,6
53905,2
53906,2
53907,6
53907,8
53907,10
53907,13
53910,8
53910,17
53913,9
53913,10
53913,11
53950,6
53951,2
53951,9
53951,11
53952,2
53952,4
53952,6
53953,2
53953,6
53954,6
53956,4
53956,6
53959,2
53959,6
53962,2
53962,14
54006,2
54007,8
54007,10
54008,6
54008,18
54032,2
54032,4
54032,14
54033,3
54034,1
54050,1
54050,4
54050,12
54051,4
54051,12
54052,2
54052,6
54052,12
54052,14
54053,6
54079,2
54080,4
54080,5
54080,6
54080,14
54080,17
54081,3
54082,1
54082,4
54083,6
54083,14
54084,2
54084,6
54085,1
54085,2
54085,11
54086,2
54086,4
54087,6
54087,18
54088,6
54089,2
54090,2
54130,6
54132,6
54156,2
54156,4
54156,6
54157,6
54158,1
54180,2
54180,13
54181,1
54181,8
54181,9
54181,12
54181,16
54182,6
54184,2
54184,4
54184,6
54184,13
54185,2
54185,11
54185,14
54186,2
54271,1
54271,2
54271,16
54272,6
54273,2
54420,6
54420,11
54420,13
54422,2
54428,6
54428,10
54428,14
57194,2
57194,3
57195,3
57256,1
57256,5
57256,9
57256,16
57257,8
57257,10
57258,10
57259,10
57259,17
57260,2
57260,6
57261,2
57289,5
57289,9
57289,10
57290,6
57290,13
57291,12
57293,2
57293,6
57350,6
57351,1
57351,4
57352,6
57353,6
57353,10
57353,14
57353,16
57354,6
57356,2
57379,6
57379,9
57379,10
57379,11
57380,8
57381,2
57381,6
57408,6
57408,11
57408,16
57442,6
57443,6
57443,9
57445,2
57445,11
57480,6
57480,9
57480,18
57481,6
57481,12
57483,1
57483,2
57484,2
57485,2
57485,6
57486,1
57486,5
57487,8
57487,10
57487,16
57488,10
57488,16
57512,2
57512,8
57513,4
57513,6
57514,2
57514,13
57515,2
57515,8
57515,17
57516,1
57516,2
57516,6
57557,9
57557,10
57557,11
57558,1
57558,9
57558,12
57558,17
57561,2
57561,9
57562,3
57563,2
57563,13
57563,14
57597,2
57598,2
57601,2
57601,6
57602,2
57603,9
57603,10
57624,2
57624,6
57625,2
57647,6
57676,12
57677,2
57677,6
57678,2
57678,6
57679,6
57681,2
57681,10
57715,8
57715,9
57715,12
57716,2
57716,17
57717,3
57717,7
57718,6
57718,10
57719,6
57720,2
57721,6
57721,15
57722,3
57723,2
57723,6
57724,1
57725,6
57725,13
57765,2
57765,6
57765,13
57766,6
57766,10
57766,13
57767,2
57767,6
57767,13
57768,6
57768,7
57769,9
57769,11
57770,6
57770,8
57770,10
57771,6
57771,10
57771,11
57772,3
57772,7
57774,6
57775,6
57775,10
57776,2
57776,13
57777,3
57777,6
57777,11
57778,6
57779,3
57780,6
57780,16
57781,6
57781,11
57781,18
57782,2
57782,5
57782,7
57783,3
57784,3
57789,6
57789,12
57789,16
57790,3
57851,6
57852,2
57852,6
57853,3
57854,5
57854,8
57854,10
57855,6
57855,12
57855,13
57856,2
57856,6
57857,6
57857,11
57857,13
57858,6
57859,6
57860,3
57861,3
57861,6
57862,2
57862,6
57863,3
57864,3
57865,8
57866,2
57866,6
57867,6
57868,6
57869,8
57870,2
57870,13
57871,8
57872,8
57873,8
57909,6
57909,13
57910,6
57910,8
57910,10
57911,2
57912,2
57912,6
57913,6
57913,10
57914,2
57914,11
57915,6
57915,9
57915,10
57915,11
57916,6
57917,2
57917,6
57918,6
57919,2
57920,3
57921,3
57922,2
57922,8
57925,3
57926,3
57927,2
57927,6
57927,12
57928,2
57928,6
57957,2
57957,6
57958,5
57958,6
57959,2
57959,6
57959,9
57959,10
57959,13
57960,2
57960,8
57960,12
57960,17
57961,2
57961,17
57962,6
57963,6
57963,8
57963,16
57964,3
57965,3
57966,3
57991,6
57992,10
57993,6
57994,6
57994,11
57995,8
57995,9
57995,10
57995,17
57996,2
57996,6
58026,4
58026,6
58027,3
58028,5
58029,3
58030,6
58030,10
58079,2
58080,8
58080,9
58081,10
58081,19
58082,2
58082,9
58083,2
58083,6
58085,2
58085,6
58085,13
58086,6
58086,12
58087,2
58087,9
58088,2
58088,6
58089,2
58090,6
58090,13
58092,2
58092,13
58135,9
58135,10
58136,9
58136,10
58136,11
58136,17
58137,13
58139,9
58139,10
58139,13
58189,2
58189,6
58190,2
58190,6
58191,2
58193,3
58254,8
58255,2
58298,3
58326,10
58326,16
58327,1
58327,2
58327,4
58328,2
58328,8
58329,3
58330,1
58358,9
58358,10
58358,11
58359,6
58360,2
58360,13
58361,4
58361,17
58362,8
58362,10
58406,2
58406,8
58406,13
58408,6
58408,11
58409,2
58409,11
58410,8
58410,10
58411,2
58411,6
58411,15
58412,3
58417,2
58417,4
58417,17
58447,1
58447,6
58447,9
58447,12
58447,17
58448,6
58448,8
58448,10
58449,2
58450,5
58451,6
58451,9
58451,13
58452,6
58452,9
58452,11
58452,13
58453,6
58453,9
58454,3
58454,18
58459,2
58459,9
58462,2
58462,6
58572,8
58573,6
58573,13
58577,6
58627,2
58627,4
58627,5
58654,6
58654,12
58654,13
58655,3
58656,2
58657,6
58658,3
58660,2
58685,3
58686,1
58719,9
58719,10
58720,6
58720,10
58720,11
58721,6
58752,2
58752,11
58753,10
58753,13
58754,2
58754,9
58754,12
58754,17
58755,6
58755,10
58755,11
58756,6
58757,3
58758,2
58759,1
58761,6
58761,13
58762,6
58763,1
58763,2
58763,4
58808,6
58808,13
58809,2
58809,13
58810,6
58811,6
58812,1
58812,5
58812,6
58813,3
58813,11
58814,6
58815,5
58815,10
58816,6
58816,9
58817,6
58818,2
58818,13
58819,3
58822,2
58822,13
58878,6
58878,13
58879,6
58879,10
58879,11
58880,1
58880,2
58881,6
58881,15
58882,2
58883,6
58883,17
58883,19
58884,5
58884,9
58884,11
58940,2
58940,6
58941,6
58942,6
58944,6
58945,6
58983,5
58983,6
58983,10
58983,14
58984,2
58984,4
58984,6
58985,3
58987,6
58988,6
58989,6
58990,6
59022,1
59022,13
59023,6
59024,6
59025,1
59025,4
59025,17
59069,6
59070,2
59070,6
59071,2
59071,13
59072,6
59073,6
59074,3
59074,18
59075,3
59127,1
59127,4
59128,1
59128,2
59128,4
59128,5
59128,17
59129,2
59129,13
59130,6
59130,13
59131,2
59131,13
59133,6
59133,18
59134,6
59134,9
59135,6
59135,10
59135,16
59141,2
59191,1
59191,2
59191,4
59191,9
59191,12
59191,17
59193,3
59194,2
59194,6
59194,12
59195,6
59195,11
59238,3
59239,3
59239,6
59294,5
59294,6
59294,10
59294,14
59295,6
59297,3
59317,2
59317,8
59348,9
59348,10
59349,2
59350,2
59351,2
59351,13
59353,6
59378,5
59378,8
59378,10
59379,6
59380,6
59380,9
59380,10
59383,1
59383,4
59383,17
59384,2
59385,6
59385,10
59421,6
59421,18
59423,5
59423,9
59424,8
59427,2
59427,5
59427,9
59427,17
59430,9
59480,1
59480,8
59480,10
59480,12
59481,1
59481,2
59481,5
59481,6
59481,9
59481,12
59517,2
59518,1
59535,5
59535,6
59535,10
59535,14
59537,6
59567,6
59567,9
59567,10
59567,11
59568,6
59568,15
59590,5
59590,6
59591,6
59591,9
59591,12
59591,17
59593,6
59593,11
59594,2
59594,4
59595,2
59595,8
59595,9
59647,1
59647,8
59647,16
59691,2
59693,1
59693,6
59693,16
59694,2
59694,6
59694,13
59695,5
59695,8
59697,3
59700,9
59700,10
59700,11
59700,18
59701,8
59701,10
59703,9
59703,10
59704,4
59704,17
59705,6
59711,6
59883,8
59933,1
59933,12
59973,2
59973,13
60003,10
60003,16
60050,2
60050,6
60160,2
60160,6
60160,11
60290,1
60330,6
60330,11
60370,2
60370,7
60450,3
60500,4
60500,17
60510,1
60510,4
60620,6
60650,5
60650,7
60650,9
60760,2
60760,13
60810,1
60810,2
60810,4
60890,1
60890,2
61070,6
61120,2
61120,9
61170,6
61170,10
61170,14
61170,16
61390,2
61390,9
61390,10
61390,17
61440,1
61440,2
61510,1
61510,6
61520,3
61710,3
61760,8
61760,10
61840,5
61840,9
61840,10
61850,13
61910,3
61970,2
62030,1
62030,5
62030,9
62070,2
62130,2
62130,9
62130,11
62200,6
62290,2
62290,6
62300,3
62370,3
62370,14
62370,18
62430,1
62430,2
62430,5
62430,6
62430,12
62520,3
62590,4
62590,5
62590,17
62650,2
62650,6
62650,13
62740,1
62740,4
62800,6
62800,13
62810,2
62950,2
62950,3
63010,6
63010,13
63070,8
63120,2
63120,8
63340,2
63340,13
63630,6
63630,11
63630,13
63640,6
63640,13
63690,6
63690,9
63690,11
63750,2
63750,4
63780,2
63780,10
63820,2
63850,1
63850,2
63850,4
63850,17
63890,6
63930,3
63930,6
63980,6
63980,13
64050,6
64110,2
64110,4
64150,5
64150,14
64280,2
64280,6
64280,13
64550,3
64600,6
64600,10
64600,11
64740,6
64820,8
64820,10
64990,5
64990,9
64990,17
65040,3
65100,2
65100,6
65100,13
65110,2
65110,6
65180,6
65180,13
65360,6
65360,13
65370,2
65410,6
65490,2
65490,6
65570,2
65680,2
65680,6
65680,8
65730,3
65740,1
65740,2
65780,2
65780,9
65780,11
65820,6
65830,2
65830,13
65940,2
65940,6
65980,6
66110,4
66110,14
66200,2
66200,6
66240,9
66240,17
66240,18
66340,1
66340,2
66340,4
66380,5
66380,9
66420,3
66480,10
66480,11
66530,9
66530,10
66540,6
66540,16
66590,1
66590,6
66640,3
66740,2
66770,2
66770,9
66770,10
66770,11
66820,9
66820,10
66830,2
66830,13
66880,1
66880,5
66880,6
66880,9
66880,15
66920,5
66920,9
66920,17
66950,5
66950,6
66950,9
67010,1
67010,16
67040,9
67080,1
67080,5
67080,9
67140,8
67240,1
67320,3
67320,7
67640,4
67640,12
67640,17
67690,10
67690,11
67740,2
67810,6
67810,13
67880,8
67880,10
67950,5
67950,9
67950,17
67980,2
67980,13
67990,6
67990,13
68270,1
68270,3
68340,1
68340,2
68340,4
68340,6
68340,9
68340,12
68340,17
68490,2
68490,8
68500,6
68550,5
68550,6
68550,8
68550,10
68610,6
68610,10
68610,13
68620,6
68690,6
68770,3
68770,7
68930,6
68930,10
69010,6
69010,10
69010,11
69060,3
69070,8
69070,10
69070,12
69070,13
69070,16
69070,17
69150,6
69150,10
69150,16
69260,6
69260,7
69270,6
69270,10
69270,16
69320,6
69320,13
69370,3
69380,6
69430,1
69430,2
69430,4
69430,16
69550,9
69550,10
69550,11
69560,2
69620,2
69620,13
69630,6
69710,2
69710,4
69710,17
69800,1
69800,5
69830,6
69830,10
69830,11
69830,13
69930,5
69930,10
70020,10
70020,16
70030,8
70030,16
70270,8
70270,9
70270,12
70320,6
70320,18
70370,8
70450,2
70530,2
70530,5
70530,6
70530,13
70610,6
70880,1
70880,2
70960,6
70970,2
70970,6
71040,6
71050,6
71050,13
71150,5
71150,8
71150,9
71270,2
71310,3
71360,2
71360,6
71360,13
71420,6
71420,8
71420,10
71510,8
71510,10
71520,3
71520,7
71620,6
71700,2
71700,12
71700,13
71780,2
71830,8
71830,9
71830,12
71910,2
71970,6
71980,6
72050,3
72060,1
72060,4
72060,7
72060,12
72160,3
72520,1
72520,2
72520,7
72630,8
72630,10
72690,5
72690,8
72690,10
72780,6
72840,2
73010,6
73300,9
73400,3
73470,6
73550,2
73550,4
73550,13
73550,14
73610,6
73670,3
73740,6
73870,10
73950,6
73950,8
73950,10
74040,8
74040,10
74040,16
74330,2
74470,1
74470,6
74470,12
74480,6
74480,8
74480,10
74520,2
74520,13
74520,14
74670,1
74750,1
74750,5
74750,9
74750,10
74760,6
74830,13
74890,2
74890,3
74890,6
74890,14
75030,1
75030,4
75030,9
75030,17
75100,9
75100,10
75100,11
75150,3
75220,9
75220,13
75310,2
75310,13
75400,3
75400,7
75490,2
75490,4
75650,3
75650,6
75720,6
75720,13
75720,14
75850,2
75850,6
75850,12
75850,17
75960,1
75960,2
75960,4
75960,12
75960,17
76120,2
76120,6
76120,17
76180,1
76180,4
76180,17
76590,7
79560,6
79590,2
79590,9
79630,6
79680,2
79710,9
79710,10
79710,13
79720,8
79970,6
79970,7
79980,1
79980,2
79980,4
80020,6
80030,2
80110,6
80110,10
80110,14
80110,16
80120,2
80120,6
80170,2
80170,8
80170,13
80180,4
80180,6
80210,5
80210,10
80220,3
80260,2
80260,6
80260,13
80270,2
80400,2
80410,2
80410,6
80420,2
80420,10
80470,2
80650,2
80650,9
80650,17
80690,5
80690,9
80690,11
80800,1
80800,2
80800,8
80810,6
81010,2
81010,9
81010,12
81110,6
81110,11
81170,6
81170,9
81170,11
81180,3
81190,2
81190,4
81260,1
81260,5
81260,9
81310,6
81310,10
81310,16
81340,3
81380,3
81380,18
81430,6
81430,15
81430,18
81480,2
81540,6
81540,10
81540,11
81630,1
81630,4
81940,15
82100,9
82100,10
82180,6
82350,16
82510,2
82510,3
82510,6
82580,6
82590,2
82590,6
82670,2
82670,5
82670,6
82680,9
82680,10
82750,2
82790,6
82840,6
82840,9
82940,3
82940,14
83000,1
83000,6
83080,1
83080,2
83080,6
83080,13
83180,3
83280,2
83280,6
83360,10
83360,11
83480,3
83560,6
83620,6
83620,9
83620,11
83680,6
83680,18
83750,2
83750,13
83750,16
83850,6
84060,3
84110,2
84110,13
84230,3
84410,3
84410,11
84460,3
84460,6
84580,2
84580,9
84670,6
84670,10
84720,1
84720,2
84720,13
84760,2
84760,3
84900,2
84900,8
84910,6
84910,10
84990,8
85050,2
85090,6
85160,6
85160,9
85160,11
85200,2
85240,2
85240,6
85310,6
85450,3
85580,6
85580,10
85620,6
85760,2
85760,6
85850,6
85850,10
85850,14
