Acteur,noteMoy
Casablanc Pedro,1.1873529411764705
Perez Rosie,1.1873333333333334
Grace Applegate Olivia,1.1871428571428573
Seth Roshan,1.1871428571428573
Szubanski Magda,1.1866666666666665
Yeri Han,1.1865
Xuejian Li,1.18625
Chang-hwan Kim,1.186
Ko Yu-Luen Lawrence,1.1858333333333333
Dória Diogo,1.1858333333333333
Mushran Ashwin,1.1857142857142857
Sopanam Biju,1.1855555555555555
McGrath Derek,1.1855555555555555
Marie DeLuise Anne,1.1855555555555555
Boban Resmi,1.1855555555555555
Au-Yeung Jin,1.1854545454545453
Shaughnessy Charles,1.1853333333333333
Imrie Celia,1.185217391304348
Prociuk William,1.185
Wallace Toby,1.185
Wilhelmsen Kjell,1.185
Rahim Shalu,1.1849999999999998
Rice Condoleezza,1.1849999999999998
Zhong Lü,1.1849999999999998
Boguță Dorian,1.1849999999999998
Gainey M.C.,1.1847058823529413
Pappan Biju,1.1844444444444444
Stewart French,1.1841666666666668
Thoms Tracie,1.183529411764706
Robbins Ryan,1.183529411764706
Hammerich Rasmus,1.1833333333333333
Gatien Elise,1.1833333333333333
Carter Richard,1.1833333333333333
Kil-kang Ahn,1.183125
Sreenu Prabhas,1.1829787234042553
Krishna Suresh,1.1829545454545454
Raminfar Rima,1.1828571428571428
Hyeok-kwon Park,1.1828571428571428
Antônio Ângelo,1.1825
Jung-woo Choi,1.1825
Hemingway Dree,1.1823076923076923
Tarés Onira,1.1822222222222223
 Narain,1.1817647058823528
Yagi Masayasu,1.1816666666666666
Johns Geoff,1.1816666666666666
Carvana Hugo,1.1816666666666666
Solihun Soleh,1.1815384615384614
Mathieu Xavier,1.18125
Gyu-young Park,1.18125
Suzaki Aya,1.18125
Gantzler Peter,1.18125
Hyun-chul Cho,1.18125
Yan Tang,1.1811111111111112
Prescott Kathryn,1.181
Cavezzali Nathalie,1.181
Won-hee Go,1.1809999999999998
Subramani Supergood,1.180952380952381
Reymond Cauã,1.1809090909090907
Lammers Frank,1.1805882352941177
Mikkelsen Lars,1.1805555555555556
Domingo Nor,1.1800000000000002
Sherawat Mallika,1.1800000000000002
Summer Cree,1.1800000000000002
Yanhui Wang,1.18
de Oliveira Vinícius,1.18
Skonieczny Krzysztof,1.18
Azaïs Kévin,1.18
Asayesh Vishka,1.18
Il-ju Ji,1.18
Seo-hyung Kim,1.1791666666666667
Preston Carrie,1.179090909090909
Cole Deon,1.1788888888888889
Gopal Nadodigal,1.1788888888888889
Graham Allison,1.1788888888888889
King Georgia,1.1788888888888889
Rhys Elen,1.17875
Keeve Frederick,1.1785714285714286
Phillips Kevin,1.1785714285714286
Cole Jr. Ralph,1.1785714285714286
Hunt Helen,1.1784615384615384
 Sreelatha,1.1784615384615384
Ishikawa Ruka,1.1783333333333335
Marandi Arash,1.1783333333333335
Xiaofeng Li,1.1783333333333335
Dan Tomoyuki,1.1783333333333335
Magnuson Ann,1.1783333333333335
Beom-taek Kwon,1.1783333333333335
Broche Olivier,1.1781818181818182
Créton Lola,1.178
Oh-seong Yu,1.178
El Lozy Yosra,1.177894736842105
Piper Billie,1.177857142857143
Braga Alice,1.1777777777777778
Elkaïm Jérémie,1.1775
Climent Joaquín,1.1772727272727272
Callen Bryan,1.177058823529412
Tikekar Uday,1.1766666666666667
Yu-mi Jeong,1.1766666666666667
De Pauw Josse,1.1766666666666667
Hanazawa Kana,1.1764285714285714
Valentine Gary,1.1763636363636363
Varma Nandana,1.17625
Melissen Beppie,1.17625
Morgan Robert,1.17625
Bajpiee Pia,1.17625
Nebbou Mehdi,1.1761904761904762
Brosnahan Rachel,1.176
Martin Kelly James,1.1757142857142857
Carson Sofia,1.1757142857142857
Tuncel Tanju,1.1757142857142857
Crane Chilton,1.1754545454545455
James Daniel,1.1754545454545455
Min-seok Son,1.175
Lewis Richard,1.175
Cerveris Michael,1.175
Carril Francesco,1.175
Draper Polly,1.175
Kung Jun,1.175
Greis-Rosenthal Martin,1.175
Saran Tilbe,1.175
Harbour Kate,1.175
Harita Miho,1.175
Lloyd Norman,1.175
Orlando Silvio,1.175
Yong-geun Bae,1.175
Luna Selene,1.175
Thioly Clémence,1.175
Badyuk Sergey,1.1744444444444444
Ang Michelle,1.1742857142857144
McDonald Audra,1.1741666666666666
Ferrara Abel,1.174
Guzzini Néstor,1.174
Buckley Jessie,1.1736363636363636
Abdelmalek Bellamine,1.1733333333333333
Crocker Nadine,1.1733333333333333
Lapaine Daniel,1.1733333333333333
Da-hye Jung,1.1733333333333331
McCord AnnaLynne,1.173125
Gooch Jr. Mickey,1.173
 Ranjith,1.173
Foley Jack,1.172857142857143
Douglas Aaron,1.1727272727272728
Pascual Piolo,1.1725
Sung-rok Shin,1.1724999999999999
Rousseau Constance,1.1724999999999999
Hyuk Jang,1.1720000000000002
Zoya Shaalin,1.1718181818181819
Kuusniemi Matleena,1.1716666666666666
Dial Autumn,1.1716666666666666
Gniewkowska Katarzyna,1.1716666666666666
Anconina Richard,1.1714285714285713
Kitter Benjamin,1.17125
Han Chin,1.171111111111111
Ceesay Babou,1.171
Lee Gwilym,1.1708333333333334
Nelson Derek,1.1708333333333334
Adkins Trace,1.1707692307692308
Bick Jamie,1.1700000000000002
Ru-ahn Lee,1.17
Alavi Behrang,1.17
Nashif Qais,1.17
Behl Mohnish,1.17
Green Adam,1.1694117647058824
Nait Oufella Rabah,1.169
Prior Susan,1.1687500000000002
Ocio Pepe,1.16875
Harzoune Nailia,1.16875
Kirk Charlotte,1.16875
Sacchi Fabrizia,1.16875
Hellum Kyrre,1.16875
Ricard Sébastien,1.16875
Miller Romeo,1.1686666666666667
Clark Chris,1.1685714285714286
Cortes Iván,1.1683333333333332
Sang-hyun Yoon,1.1683333333333332
Ball Rico,1.1683333333333332
Campos Cristovão,1.1683333333333332
Stephens Toby,1.1683333333333332
van 't Hof René,1.168
Amamra Oulaya,1.168
Dekker Thomas,1.167857142857143
Hader Josef,1.1675
Beaulieu Samantha,1.167142857142857
Durano DJ,1.166923076923077
Chin-Hang Shih,1.1666666666666667
Roe Chloe,1.1666666666666667
Panou Themis,1.1666666666666667
Kaba Mariam,1.1666666666666667
Yoo-min Jung,1.1666666666666667
Baker Brock,1.1666666666666667
Kondelik Jon,1.1666666666666667
Lawley Kian,1.16625
Lee Kevin,1.16625
Bhagawan Das Surya,1.166
Cohen Bern,1.166
Arıkan Enis,1.1657142857142857
Başaran Volkan,1.1657142857142857
Cook Jr. Curtiss,1.165
Hardung Damian,1.165
Ramdi Driss,1.165
Hancisse Thierry,1.165
Ximenes Mariana,1.165
Mucsi Zoltán,1.165
Hagan Molly,1.1645454545454546
Hogan Hulk,1.1644444444444444
Griffin Erik,1.1640000000000001
Davies Greg,1.1640000000000001
Frode Henriksen Stig,1.163846153846154
Brugel Amanda,1.1637499999999998
Crawford Cindy,1.1637499999999998
Ducasse Pochi,1.1637499999999998
Buono Cara,1.1636363636363638
Varghese Balu,1.1634615384615385
Montel Grégory,1.1633333333333333
Fanelli Emanuela,1.1633333333333333
Zijian Dong,1.1633333333333333
Kitaoka Ryûki,1.1633333333333333
Kai Marie,1.1633333333333333
Arisue Mayuko,1.1633333333333333
Brière Benoît,1.1633333333333333
Hae-mi Park,1.1633333333333333
Morgan Piers,1.1630769230769231
Tucci Nicholas,1.1630769230769231
Vila Oriol,1.163
Grover Sunil,1.162857142857143
Rule Ja,1.162857142857143
Smyth Sarah,1.1627272727272726
Panacione Sylvia,1.1625
Ben Horsting Ali,1.1625
Pimentel Afonso,1.1625
Magre Judith,1.1624999999999999
Tilly Jennifer,1.1622222222222223
Se-ha Ahn,1.1621428571428571
Salishz Haydar,1.162
Srinivasa Rao Kota,1.1619402985074625
Shaver Andrew,1.1616666666666668
Mancini Milena,1.1616666666666668
Miranda Rute,1.1616666666666666
Dong-hwan Jeong,1.1616666666666666
Aarons Bonnie,1.1616666666666666
Petrie Alistair,1.1615384615384614
Holly Lauren,1.1615384615384614
Kusruti Kani,1.1614285714285713
Müller Tainá,1.1612500000000001
DeLong Blake,1.16125
Rifkin Adam,1.16125
MacNeill Peter,1.161111111111111
Natsuyagi Isao,1.161
Fehr Brendan,1.1608333333333334
Sofia Ricci Elena,1.1608333333333334
Casta Laetitia,1.1607142857142858
R. Teague Marshall,1.1600000000000001
Woo-ri Jo,1.1600000000000001
Abe Tomori,1.1600000000000001
So-hee Yoon,1.1600000000000001
Kinashi Noritake,1.1600000000000001
Dinwiddie Traci,1.1600000000000001
Hecox Ian,1.16
Padilla Anthony,1.16
Lewis Jerry,1.16
Sugiono Christian,1.16
Kameda Yuki,1.16
Wadud Shatabdi,1.16
Kobayashi Yusuke,1.16
 Shaam,1.16
Kataja Ria,1.16
Genda Tessyo,1.1595454545454544
Myung-shin Park,1.1594736842105264
Zingaretti Luca,1.1594117647058824
Misticone Salvatore,1.1592307692307693
Santos Bea,1.1590909090909092
Lerner Michael,1.159
 Lenaa,1.1589473684210527
Burns Heather,1.15875
Miyoshi Ayaka,1.15875
Reedus Norman,1.1586666666666665
Tanner Joy,1.1585714285714286
Philipps Busy,1.1585714285714286
Chroboczek Mikołaj,1.1583333333333334
Steel Bastian,1.1583333333333334
Durairaj Ramachandran,1.1583333333333334
Sathe Anuja,1.1583333333333332
Paou Christophe,1.158
Syal Meera,1.157857142857143
Salenger Meredith,1.1577777777777778
Loeb Jacob,1.1577777777777778
Neni Naveen,1.1575
Burn Natalie,1.1575
Campbell Karl,1.157142857142857
Michaelson Caleb,1.157142857142857
Bell Tobin,1.1570588235294117
Oprea Emilian,1.1566666666666667
Eidson Sam,1.1566666666666667
Gaffron Luisa-Céline,1.1566666666666665
Delaney Pádraic,1.1566666666666665
Monette William,1.1566666666666665
Gordon Stuart,1.1566666666666665
Pham Linh-Dan,1.1566666666666665
Ramadoss E.,1.1564285714285714
Bahrami Sara,1.15625
Tatwawadi Vaibhav,1.15625
Nurmala Aida,1.15625
Cheol-min Park,1.155945945945946
Giroux Ben,1.1557142857142857
Power Sean,1.1557142857142857
McClure Kandyse,1.1555555555555557
Zhang Wen,1.1553333333333333
DeRuiter Edward,1.155
Yoshizawa Ken,1.155
Blagden George,1.155
Strugar Petar,1.155
Shioya Kozo,1.155
Martin Steve,1.155
Dorrit Petersen Ellen,1.155
Ashmore Aaron,1.1544444444444446
Kennedy Ryan,1.1542857142857144
Hivon Patrick,1.1542857142857144
Hales Jaclyn,1.1542857142857144
Sitokhin Yevgeni,1.1542857142857144
Rose Adam,1.1542857142857144
Atkins Eileen,1.1535714285714285
Chancrin Samia,1.1533333333333333
Er Mihriban,1.1533333333333333
Çalışkur Rüçhan,1.1533333333333333
Leopold Oded,1.1533333333333333
Ngaujah Sahr,1.1533333333333333
Howard Jack,1.1533333333333333
Wheeler Jane,1.1533333333333333
Orella Francesc,1.1531818181818183
Fox Daniel,1.1528571428571428
Dong-Sik Nick,1.1528571428571428
Jung-pal Kim,1.1527777777777777
Guzman Teroy,1.1525
Bishop Stephen,1.1522222222222223
Ikuta Toma,1.1522222222222223
Jordan Leslie,1.1522222222222223
Ali Irshad,1.1517073170731706
Scoccia Daphne,1.1516666666666666
Cohendy Jeanne,1.1516666666666666
Wright Alison,1.1516666666666666
McLendon-Covey Wendi,1.1516
Soto Han,1.1514285714285715
Popović Hristina,1.1514285714285715
Davis Alarcón Patrick,1.1514285714285715
Kalu Bentley,1.1514285714285715
Kelly Brock,1.1514285714285715
Abrahamson Jared,1.1513333333333333
Waki Azumi,1.15125
Rateb Ahmad,1.1511764705882352
Cole Taylor,1.151111111111111
Zabeth Iliana,1.151
Matsuyama Kenichi,1.1507142857142856
Croze Marie-Josée,1.1506666666666667
Lovitz Jon,1.1504761904761904
Leone Sunny,1.1504347826086956
Savage Andrea,1.1500000000000001
Knowles Shanica,1.1500000000000001
Morier-Genoud Philippe,1.1500000000000001
Koering Ophélie,1.1500000000000001
Zonghan Li,1.1500000000000001
 TAKAHIRO,1.1500000000000001
Momoi Haruko,1.1500000000000001
Gavankar Janina,1.15
De Graeve Koen,1.15
Martins Jean-Pierre,1.15
Yuki Aoi,1.1497619047619048
Schiano Nunzia,1.1494736842105262
Uchan Philippe,1.1491666666666667
Mukherjee Sushmita,1.1490909090909092
Bliss Blanton Kirby,1.149
Knighton Zachary,1.1488888888888888
Robbins Blake,1.1488888888888888
Kartheiser Vincent,1.14875
Abramović Marina,1.1485714285714286
Linn Rex,1.1485714285714284
Buchanan Sam,1.1483333333333334
DiBiase Sr. Ted,1.1483333333333334
Steven Horvitz Richard,1.1483333333333334
Martinaitis Vaidotas,1.1483333333333334
Hopper Dennis,1.1483333333333334
Hyun-sook Kim,1.1483333333333332
Tochika Koichi,1.1483333333333332
Shanks Michael,1.1483333333333332
Müller Ivo,1.1483333333333332
Turman Glynn,1.1481818181818182
Trandafir Claudiu,1.1480000000000001
Wibowo Ira,1.1478260869565218
Greco Jessica,1.1477777777777778
Claude Leonel,1.1477777777777778
Spector Morgan,1.1477777777777778
Yaffe Elisha,1.1477777777777778
Túrnez Betsy,1.1475
Dolmaire Quentin,1.1475
Gierszał Jakub,1.1475
Hilton Perez,1.1475
Bhhatt Mukesh,1.1475
Bridges Krista,1.1475
Grosz-Harvey Raphael,1.1471428571428572
Shamus Wiles Michael,1.147142857142857
Lencastre Alexandra,1.1466666666666667
Ahmad Evin,1.14625
López Sergi,1.1460714285714286
Stephenson Kerr Marina,1.1457142857142857
 Panou,1.1457142857142857
Vogel Darlene,1.1457142857142857
Ramirez Sue,1.1455555555555557
Kotobuki Minako,1.1454716981132076
Zub Brendon,1.1454545454545455
Murillo Johanna,1.145
Lindsay Sally,1.145
Do-young Kim,1.145
Maehara Kou,1.145
Jeremiah Ivanno,1.145
Abu Elhassan Abbas,1.145
Crooks Shree,1.145
Lescot Micha,1.145
 Sreemukhi,1.145
Vellanki Nagineedu,1.145
Vergov Julian,1.145
Dolk Fredrik,1.145
Wahib Bilal,1.1449999999999998
West Dominic,1.1444827586206896
Nelsen Eric,1.1442857142857144
Wilkas Matthew,1.1442857142857144
Yeong-jin Lee,1.1441666666666668
B. Johnson Lyndon,1.144090909090909
Kase Ryo,1.1439130434782607
Curtis Anne,1.143846153846154
Sham Kaki,1.14375
Ando Tamae,1.1437037037037037
Savin Eric,1.1435714285714287
Johan Skjelbred Ole,1.1433333333333333
Gifford Rick,1.1433333333333333
Maskell Neil,1.1433333333333333
Øst Tammi,1.1433333333333333
Yoo-chun Park,1.143
Kawasumi Ayako,1.1428571428571428
Ford Colin,1.1427272727272728
Ferrier Julie,1.142608695652174
Jørgensen Bodil,1.1423529411764706
See-eun Kim,1.1422222222222222
Panjikaran Alphy,1.1416666666666666
Ruchmann Marc,1.1416666666666666
Kawamoto Kunihiro,1.1416666666666666
Dj Westny,1.1416666666666666
Gill Hardeep,1.1416666666666666
Fantastichini Ennio,1.1416666666666666
Hazard Kaarina,1.1416666666666666
Oliva Ryan,1.1414285714285715
Parmentier Julie-Marie,1.141
Kane Tom,1.1406666666666667
Adams Kev,1.1404761904761904
Anoop Singh Thakur,1.1400000000000001
Hendricks Eléonore,1.1400000000000001
Kightlinger Laura,1.14
Lubansu Raphaëlle,1.14
Parra Andrés,1.14
Zhan Xiao,1.14
Danor Gerald K.,1.14
Chau Catherine,1.14
Stewart Jon,1.14
Dantas Daniel,1.14
Oxenbould Ed,1.139
Merhar Stanislas,1.139
Petelius Pirkka-Pekka,1.139
Combs Jeffrey,1.1388235294117646
Sudiro Tora,1.1388
Yibai Zhang,1.13875
Panggabean Tika,1.13875
Michael Quezada Steven,1.13875
Bosi Silvana,1.13875
Bhatti Ace,1.13875
Boi Big,1.13875
Reddy Jayaprakash,1.1387037037037038
Lily Miller Jaeda,1.1385714285714286
Gallegos Reynaldo,1.1383333333333334
Ünel Birol,1.1383333333333334
Ehrich Christian,1.1383333333333334
Promsaka Na Sakolnakorn Puttipong,1.1383333333333334
Martire Gea,1.1383333333333334
Haneda Masayoshi,1.1383333333333334
Scerbo Cassandra,1.1381818181818182
Walters Ashley,1.1381818181818182
 Anandhi,1.137857142857143
Zylberberg Julieta,1.137857142857143
Harper Hill,1.1377777777777778
Cobain Kurt,1.1375
Ha-kyoon Kim,1.1375
Blachère Louise,1.137142857142857
Pinoy Marijke,1.137
Nousiainen Heikki,1.137
Romele Régis,1.1366666666666667
Hatsune Eriko,1.1366666666666667
Elting Jules,1.1366666666666667
Chih Tian Shih,1.1366666666666667
C. Carpenter Willie,1.1366666666666667
Gyu-pil Go,1.1366666666666667
Lau Ryan,1.1366666666666667
Renouf Timothy,1.1366666666666667
Philine Stappenbeck Ada,1.1366666666666667
Chen Terry,1.1366666666666667
Genkaku Yūko,1.1366666666666667
Seung-eon Hwang,1.13625
Ostadi Alireza,1.13625
Pandilakshmi Aadhira,1.13625
Taaffe Emily,1.13625
Ward Barry,1.136
Schwarzenegger Arnold,1.1357692307692309
Laing Bill,1.1357142857142857
Hill Aaron,1.1357142857142857
Davis Angela,1.1354545454545455
Koo Zeno,1.135
Akkari Nabiha,1.135
Serafini Cristina,1.135
Højerslev Joen,1.135
Butler Tom,1.135
Elizalde Josef,1.135
Sid Maria,1.135
Sakurai Harumi,1.135
Khait Rostislav,1.135
Rizq Ahmed,1.1346153846153846
Williams Katt,1.1344444444444446
Bailey Julian,1.1344444444444446
Keiffer Dennis,1.1344444444444444
Théret Christa,1.134375
Shepard Hilary,1.1342857142857141
Lewis Jones Julian,1.1342857142857141
O'Brien Liam,1.1342857142857141
Fria Joe,1.13375
Theis Samuel,1.1333333333333335
Ye-jin Chung,1.1333333333333333
Oświeciński Tomasz,1.1333333333333333
Kaye Paul,1.1333333333333333
Heredia Dolores,1.1333333333333333
Vroom Fiona,1.1332
Abdullah Bruna,1.1328571428571428
Serrano Nestor,1.1328571428571428
Graça Isac,1.1325
Mazet Arthur,1.1325
Kin-Wah Chew,1.1322727272727273
Smith Brady,1.1322222222222222
Cupo Antonio,1.131764705882353
Patton Mike,1.1316666666666668
Logothetis Alexandros,1.1316666666666666
Bellerose Joseph,1.1316666666666666
Ríos Felipe,1.1316666666666666
Okuse Shigeru,1.1316666666666666
Ovalı Şükran,1.1316666666666666
Cedergren Jakob,1.1316666666666666
Baer Marcelle,1.1316666666666666
Lakemeier Martijn,1.1314285714285715
Kent Darren,1.13125
Colin Letícia,1.13125
Elobar Sky,1.1311111111111112
Voight Jon,1.1310526315789473
Henry Thierry,1.131
Elmosnino Eric,1.1309090909090909
Dusaugey Satya,1.1307142857142858
Skova Gia,1.1300000000000001
Witte Leopold,1.1300000000000001
Rogel Jason,1.1300000000000001
Braunschweig Rachel,1.1300000000000001
Yamada Yu,1.1300000000000001
Lorenzini Marco,1.1300000000000001
Javier Diment Valentín,1.1300000000000001
Minaguchi Yuko,1.13
Marlon Catrinel,1.13
Tamaru Atsushi,1.13
Pakusadewo Tio,1.1294736842105264
Suresh Thampanoor V.,1.1292307692307693
Maeno Tomoaki,1.129090909090909
Esposito Salvatore,1.1288888888888888
Schuchardt Tomasz,1.1285714285714286
Wraith Alexander,1.1285714285714286
Ichijo Kazuya,1.1284615384615384
Cotta Carloto,1.128421052631579
Karumanchi Raghu,1.1283870967741934
Gutierrez Janine,1.1283333333333334
Jae-sung Choi,1.1283333333333334
Durant Louis,1.1283333333333332
 Sudha,1.1283333333333332
Nair Veena,1.1281818181818182
Devaiah Gulshan,1.128125
Mourikis Vangelis,1.1280000000000001
Nesbitt James,1.1280000000000001
Plester Tim,1.1271428571428572
Miko Izabella,1.127142857142857
Zifeng Zhang,1.127
Konoval Karin,1.126923076923077
Ji-soo Shin,1.1266666666666667
Scott David,1.1266666666666667
de Montalembert Thibault,1.1266666666666667
 Sathish,1.1265714285714286
Malvar Cherry,1.12625
Melander Eva,1.12625
Busey Jake,1.12625
Cedar Larry,1.1261538461538463
Partridge Ross,1.1260000000000001
D'Agosto Nicholas,1.125714285714286
Zickel Mather,1.1257142857142857
Kanerva Peter,1.125
Appietto Cédric,1.125
Fraize Monsieur,1.125
Kelkar Sharad,1.125
Young-hak Noh,1.125
Lishoy Leona,1.125
Fermin Hubert,1.125
Auteuil Daniel,1.125
Nielsen Finn,1.125
Kanada Aki,1.125
Amaran Premji,1.125
Fraser Jessie,1.1246153846153846
Cermak Jason,1.1245454545454547
Prasad Sunita,1.1244444444444446
Adel Ahmed,1.1241666666666668
Alexandra Shipley Nicole,1.124
Ferris Samantha,1.1238461538461537
Khan Asif,1.12375
Luther King Jr. Martin,1.1235294117647057
 Surbhi,1.1233333333333333
Demirov Zejhun,1.1233333333333333
Russell Lucy,1.1233333333333333
Williams Wendy,1.1233333333333333
Miyamoto Yume,1.1233333333333333
Doyle Kevin,1.1233333333333333
Orzari Romano,1.1233333333333333
Ikeda Junya,1.123
Rosales Jericho,1.123
Hietalahti Kari,1.122857142857143
Kaye Thomas Eddie,1.1228571428571428
Friedericy Bonita,1.1228571428571428
Ka-young Mun,1.1225
Hoshino Gen,1.1222222222222222
Saito Soma,1.122
Ezzati Javad,1.122
Endre Lena,1.1219999999999999
Okamoto Nobuhiko,1.1219999999999999
Chopra Tisca,1.1219047619047617
Hosseini Shahab,1.1217391304347826
Gervais Bianca,1.1216666666666668
Wang David,1.1216666666666668
Owe Baard,1.1216666666666668
Marina Graziella,1.1216666666666668
Bujold Geneviève,1.1216666666666668
Skäringer Mia,1.1216666666666668
Sabara Daryl,1.1214285714285714
Rodríguez Marco,1.12125
Ohata Shieri,1.12125
Wilmes Gary,1.12125
Bancilhon Margot,1.121
Chen James,1.121
Brophy Jed,1.1209090909090909
Caen Émilie,1.1208333333333333
Manji Rizwan,1.1206666666666665
Henriksen Paw,1.12
Yang-hee Lee,1.12
Asmus Kristina,1.12
Orozco Regina,1.12
Cyrwus Piotr,1.12
Auquer Enric,1.12
Pun Chou Gin,1.12
Sang-hoon Lee,1.12
Crone Neil,1.12
Olsson Ty,1.12
Gusti Messi,1.1199999999999999
Özyol Gökçe,1.1199999999999999
Coulloc'h Jean-Louis,1.1199999999999999
Sloot Sieger,1.1199999999999999
Larnicol Elise,1.1199999999999999
Bellisario Troian,1.1193333333333333
Kennedy Clark Sophie,1.1192857142857142
Vilkova Taisiya,1.1192307692307693
Temple Ben,1.1190909090909091
Minase Inori,1.119047619047619
Velázquez Diego,1.119
Hee-bong Byun,1.119
Eichhorn Hilmar,1.1187500000000001
Smallman Audrey,1.1187500000000001
Lamor Wilson Kelly,1.1185714285714285
Ahmed Zaki Haitham,1.1183333333333334
Pereira Teca,1.1183333333333334
Kobayashi Kaito,1.1183333333333334
Pruneda Úrsula,1.1183333333333334
Diniz Nelson,1.1183333333333334
Katz Ana,1.1183333333333332
Chau Frédéric,1.1181818181818182
Moore Whitney,1.118125
Camayo Nelson,1.1175
Pahwa Manoj,1.1174074074074074
Watanabe Shu,1.1172727272727272
Petrosino Frankie,1.1166666666666667
Dusseau Philippe,1.1166666666666667
Granath Björn,1.1166666666666667
Kuvaev Sergey,1.1166666666666665
Seo-won Lee,1.1166666666666665
Nieradkiewicz Marta,1.1166666666666665
Woo-jin Yeon,1.1166666666666665
Candelier Isabelle,1.11625
Laskey Jack,1.11625
Michael Levine Lawrence,1.116
Fabriana Fanny,1.1158333333333335
Seki Tomokazu,1.1157894736842104
Mihailov Vlado,1.1157142857142857
Antony Babu,1.1156
 Xiumin,1.1154545454545455
Wilkinson Benjamin,1.1153846153846154
Marković Goran,1.115
Beschastny Arthur,1.115
Woods Christine,1.115
Radchenko Kseniya,1.115
Noseworthy Jack,1.115
Henney Daniel,1.115
Sato Satomi,1.1146875
Babu Nagendra,1.1144
McEnroe John,1.1142857142857143
Sweeney Sydney,1.1142857142857143
McNally Isabelle,1.11375
Faure Guillaume,1.11375
Armstrong Lee,1.11375
Jillette Penn,1.11375
Fiorentini Sergio,1.1133333333333333
Moon-jong Kim,1.1133333333333333
Tadros Manuel,1.1133333333333333
Raadsveld Anna,1.1133333333333333
Molnár Áron,1.1133333333333333
Röhm Elisabeth,1.113181818181818
Rochefort Jean,1.113
Kamishiraishi Mone,1.1129411764705883
Cameron April,1.112857142857143
Finneran Siobhan,1.1127272727272728
Hamabe Minami,1.1125
Chan Jacqueline,1.1125
Mageswaran Udhayabanu,1.1123076923076924
Doyle-Murray Brian,1.112
James Adam,1.1119999999999999
Anderson Sam,1.1118181818181818
Alves Pinto Fernando,1.1116666666666668
August Alvina,1.1116666666666666
Kesting Hans,1.1116666666666666
Krakowski Jane,1.1116666666666666
Wayne Hvidtfeldt Youssef,1.1116666666666666
Kavoussi Ariel,1.1116666666666666
Lucien Didier,1.1116666666666666
Kato Emiri,1.1115151515151516
Cuijpers Steef,1.1114285714285714
Arbillot Pascale,1.1113636363636363
Abdusamad Sabumon,1.11125
Assegaf Aufa,1.11125
Burdock Aileen,1.11125
G. Angelo Jerry,1.11125
Beach Adam,1.1108333333333331
Day Rosie,1.11
Rich Claude,1.11
O'Shaughnessy Fiona,1.11
Olin Lena,1.11
Moraes Drica,1.1099999999999999
Atkine Féodor,1.1097142857142859
Mastalerz Andrzej,1.1091666666666666
Adachi Tomomitsu,1.1090909090909091
Benson Doug,1.109
Zegers Kevin,1.108888888888889
O'Neill Nigel,1.1087500000000001
Irwinsyah Mario,1.1087500000000001
Joo-hee Park,1.1085714285714285
Mardar Sergey,1.1083333333333334
Dae-chul Choi,1.1083333333333334
Maier Allison,1.1083333333333334
John Big,1.1083333333333334
Heiden Sona,1.1083333333333334
Cho Stephanie,1.1083333333333334
LeConte Campbell Ashley,1.1083333333333334
Cyr Guillaume,1.1083333333333334
Rasila Jukka,1.1083333333333334
Bennett Matt,1.1083333333333334
Hivju Erik,1.108
Liboiron Landon,1.1079999999999999
Dean Charlbi,1.1071428571428572
Pierson D.C.,1.1071428571428572
du Janerand Philippe,1.107
Ostaszewska Maja,1.107
de Meaux Joséphine,1.106875
Dag Berlin Uwe,1.1066666666666667
Ferrer Tessa,1.1066666666666667
Shvedoff Ivan,1.1066666666666667
Isoppo Daniel,1.1066666666666667
Blain Bruce,1.1064285714285715
Kaur Achint,1.10625
Jinshan Liu,1.10625
Wu Jiang,1.106
Ziwen Wang,1.106
Takatsuki Sara,1.1058333333333332
Kash Linda,1.1057142857142856
Devos Emmanuelle,1.1057142857142856
Tsumabuki Satoshi,1.1055555555555556
Mapa Alec,1.1055555555555554
Uchida Maaya,1.105217391304348
Jóhanna Jónsdóttir Lára,1.1050000000000002
Davies Alan,1.1050000000000002
Keaton Camille,1.105
Hugo Schmitz David,1.105
Résimont Philippe,1.105
Bloom Claire,1.105
Koma Diouc,1.105
Gidwani Kitu,1.105
Peterson A.C.,1.105
Cox Brian,1.1046
Myers Rocky,1.1045454545454545
Cross Ben,1.1044444444444446
Azmi Shabana,1.1043749999999999
Calabresi Paolo,1.104
Varela Susana,1.1039999999999999
D'Amore Marco,1.10375
Gobbi Giorgio,1.10375
Boggs Holt,1.10375
Hove Anders,1.1035714285714284
Paiato Maria,1.1033333333333333
Williams Simon,1.1033333333333333
Kul-on Torphong,1.1033333333333333
Yang Liu,1.1033333333333333
Lavikainen Timo,1.1033333333333333
Abrams Aaron,1.1033333333333333
Viard Arnaud,1.1033333333333333
Liu Tony,1.1033333333333333
Rißmann Jürgen,1.103125
Ler Boris,1.103
Wolejnio Katarzyna,1.102857142857143
Biden Joe,1.1026315789473684
Olszańska Michalina,1.1025
Proctor Tom,1.1025
 Sandhya,1.1025
Puccini Vittoria,1.1025
Bridges Beau,1.1024137931034483
Cavazza Sebastian,1.1022222222222222
Leonardi Marco,1.102142857142857
Rubio Alicia,1.1019999999999999
Seeley Drew,1.1018181818181818
Fichaud Danielle,1.1016666666666668
Sözen Melisa,1.1016666666666668
Pauly Pablo,1.1016666666666668
Dessertine Matthieu,1.1016666666666668
